,PA01H:CO,PA01H:PM10,PA01H:PM25,PA01H:NO2,PA01H:NO,PA01H:NOX,PA01H:O3,OBJECTID
,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,0
,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote,ozone,2
,CO,PM10,PM25,NO2,NO,NOX,O3,3
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/09/15 02:00:00+00,,11.200000,6.300000,10.900000,0.400000,11.400000,42.100000,6174
2021/09/15 03:00:00+00,,12,6.600000,8,0.500000,8.900000,39.800000,6175
2021/09/15 04:00:00+00,,12.400000,7,14.600000,0.600000,15.600000,29.800000,6176
2021/09/15 05:00:00+00,,14.100000,7.800000,20,1.300000,22.100000,24.500000,6177
2021/09/15 06:00:00+00,,16.400000,8.700000,29.100000,2,32.300000,15.300000,6178
2021/09/15 07:00:00+00,,17.900000,9.600000,37.100000,6.700000,47.300000,9.400000,6179
2021/09/15 08:00:00+00,,22.300000,10.700000,41.400000,13.700000,62.500000,6.800000,6180
2021/09/15 09:00:00+00,,21.200000,10.500000,41.100000,27,82.400000,5,6181
2021/09/15 10:00:00+00,,11.600000,6.900000,35.900000,17,62,14.100000,6182
2021/09/15 11:00:00+00,,13.900000,8.400000,35.900000,9.300000,50.100000,20.300000,6183
2021/09/15 12:00:00+00,,14.500000,10,24.300000,6.300000,33.900000,39.500000,6184
2021/09/15 13:00:00+00,,18.100000,10.800000,29.200000,3,33.700000,33.400000,6185
2021/09/15 14:00:00+00,,22.600000,16.500000,25.900000,2.900000,30.300000,26.500000,6186
2021/09/15 15:00:00+00,,28.200000,21.600000,20.900000,2.300000,24.400000,39.700000,6187
2021/09/15 16:00:00+00,,29.600000,23.100000,22.900000,2.100000,26.100000,36.600000,6188
2021/09/15 17:00:00+00,,34.300000,28.100000,25.400000,2,28.500000,37.200000,6189
2021/09/15 18:00:00+00,,27.200000,22.500000,21.400000,0.900000,22.800000,47.500000,6190
2021/09/15 19:00:00+00,,25.500000,20.600000,23.100000,0.400000,23.500000,45.800000,6191
2021/09/15 20:00:00+00,,18.500000,13.600000,14.700000,0.300000,15.200000,62.600000,6192
2021/09/15 21:00:00+00,,14.700000,9.400000,12.600000,0.800000,13.900000,65.700000,6193
2021/09/15 22:00:00+00,,11,7.400000,12.800000,1,14.400000,69,6194
2021/09/15 23:00:00+00,,11.400000,7.400000,11.800000,0.600000,12.800000,67.800000,6195
2021/09/16 00:00:00+00,,11.100000,7.500000,12.800000,0.500000,13.400000,62.300000,6196
2021/09/16 01:00:00+00,,12.500000,8.100000,12.100000,0.700000,13,57.400000,6197
2021/09/16 02:00:00+00,,12,8.200000,12.200000,0.700000,13.200000,57.300000,6198
2021/09/16 03:00:00+00,,12.600000,7.800000,13.100000,0.700000,14.300000,49.600000,6199
2021/09/16 04:00:00+00,,13.900000,8.700000,13.500000,0.900000,15,50.100000,6200
2021/09/16 05:00:00+00,,12.300000,8.100000,22.100000,1.400000,24.200000,36.500000,6201
2021/09/16 06:00:00+00,,14.500000,8.700000,39.400000,3.100000,44.100000,26.500000,6202
2021/09/16 07:00:00+00,,15.800000,8.400000,35.700000,4,41.900000,35.100000,6203
2021/09/16 08:00:00+00,,16.800000,7.900000,32.100000,6.200000,41.600000,43.600000,6204
2021/09/16 09:00:00+00,,15.600000,6.900000,30.300000,7.300000,41.400000,52.500000,6205
2021/09/16 10:00:00+00,,11.100000,4.700000,19.900000,4.100000,26.100000,69.900000,6206
2021/09/16 11:00:00+00,,10.400000,5.600000,15.200000,2.700000,19.400000,78.900000,6207
2021/09/16 12:00:00+00,,12.300000,6.300000,19.200000,3.600000,24.500000,79.700000,6208
2021/09/16 13:00:00+00,,11.700000,6.200000,13.700000,2.200000,17,88.700000,6209
2021/09/16 14:00:00+00,,11.600000,5.900000,13.300000,1.900000,16.200000,90.700000,6210
2021/09/16 15:00:00+00,,12.100000,5.800000,15.800000,1.800000,18.500000,87,6211
2021/09/16 16:00:00+00,,17,7,16.800000,1.700000,19.500000,87.200000,6212
2021/09/16 17:00:00+00,,14.600000,8.100000,19.300000,1.200000,21,82.500000,6213
2021/09/16 18:00:00+00,,18.100000,8.400000,21,0.800000,22.300000,76.900000,6214
2021/09/16 19:00:00+00,,16,10,22.700000,0.400000,23.300000,72.700000,6215
2021/09/16 20:00:00+00,,16.700000,11.500000,34.800000,0.500000,35.500000,54,6216
2021/09/16 21:00:00+00,,18.400000,13.200000,59.600000,0.600000,60.500000,28.800000,6217
2021/09/16 22:00:00+00,,15.200000,11.600000,40.900000,0.400000,41.500000,46.400000,6218
2021/09/16 23:00:00+00,,15.300000,11,48.600000,0.900000,50.100000,34.200000,6219
2021/09/17 00:00:00+00,,19.200000,12.400000,78.700000,16.500000,104,7,6220
2021/09/17 01:00:00+00,,,15.800000,74.800000,17.700000,101.800000,5.800000,6221
2021/09/17 02:00:00+00,,17,11.700000,67.200000,4.800000,74.500000,7.400000,6222
2021/09/17 03:00:00+00,,18.400000,13,64.100000,25.100000,102.700000,4.300000,6223
2021/09/17 04:00:00+00,,17.500000,12.600000,60.800000,16.900000,86.700000,2.800000,6224
2021/09/17 05:00:00+00,,18.400000,12.400000,54.700000,29.500000,99.900000,2.500000,6225
2021/09/17 06:00:00+00,,21.300000,12.500000,49.800000,70,157.100000,2.400000,6226
2021/09/17 07:00:00+00,,29.400000,13.800000,53,94.500000,197.900000,2.700000,6227
2021/09/17 08:00:00+00,,28.900000,13.900000,60.700000,59.100000,151.400000,7.400000,6228
2021/09/17 09:00:00+00,,25.400000,12.800000,52.500000,28.800000,96.700000,26,6229
2021/09/17 10:00:00+00,,20.600000,9.900000,33.100000,7.700000,44.900000,53.100000,6230
2021/09/17 11:00:00+00,,18.800000,11.100000,27.400000,6.100000,36.700000,63.700000,6231
2021/09/17 12:00:00+00,,18.200000,10.300000,15.300000,2.600000,19.200000,82.500000,6232
2021/09/17 13:00:00+00,,15.600000,8.800000,12,1.600000,14.500000,85.600000,6233
2021/09/17 14:00:00+00,,16.700000,9.600000,16.500000,2.100000,19.800000,87.400000,6234
2021/09/17 15:00:00+00,,17,8.700000,11.300000,1.100000,13,89.400000,6235
2021/09/17 16:00:00+00,,15.700000,7.300000,12.600000,1.200000,14.500000,88.200000,6236
2021/09/17 17:00:00+00,,18.200000,10.300000,12.500000,1,14,86.200000,6237
2021/09/17 18:00:00+00,,17.800000,11.300000,16.100000,0.600000,16.900000,78.900000,6238
2021/09/17 19:00:00+00,,18.300000,12.400000,23.400000,0.300000,23.900000,67.400000,6239
2021/09/17 20:00:00+00,,20.500000,15.100000,34.100000,0.500000,35,54,6240
2021/09/17 21:00:00+00,,21.200000,16,44.500000,0.500000,45.400000,42.800000,6241
2021/09/17 22:00:00+00,,20.300000,15.100000,45.200000,0.500000,46,40.200000,6242
2021/09/17 23:00:00+00,,19.300000,13.600000,50.400000,0.900000,51.800000,35.800000,6243
2021/09/18 00:00:00+00,,16.200000,12,38,0.600000,38.900000,47.400000,6244
2021/09/18 01:00:00+00,,16.500000,11.800000,56.800000,1.200000,58.600000,21.900000,6245
2021/09/18 02:00:00+00,,19.200000,13.600000,70.500000,6,79.700000,5,6246
2021/09/18 03:00:00+00,,19.900000,13.700000,54.400000,5.600000,63,17.900000,6247
2021/09/18 04:00:00+00,,12.700000,9.200000,15.600000,0.200000,16,53.500000,6248
2021/09/18 05:00:00+00,,13.800000,9.900000,15.500000,0.600000,16.500000,48.400000,6249
2021/09/18 06:00:00+00,,12,8.300000,15,0.700000,16,47.300000,6250
2021/09/18 07:00:00+00,,13,8.500000,20.200000,1.100000,21.800000,40.500000,6251
2021/09/18 08:00:00+00,,15.100000,9,20.200000,2.200000,23.600000,42.300000,6252
2021/09/18 09:00:00+00,,17.600000,9.700000,21.200000,4.900000,28.600000,45.900000,6253
2021/09/18 10:00:00+00,,16.900000,9.700000,23.900000,5.700000,32.500000,53.700000,6254
2021/09/18 11:00:00+00,,15.200000,8.900000,14.400000,2.500000,18.200000,73.200000,6255
2021/09/18 12:00:00+00,,15.800000,8.500000,9.700000,1.500000,11.900000,84.400000,6256
2021/09/18 13:00:00+00,,,9.400000,10,1.200000,11.800000,86.200000,6257
2021/09/18 14:00:00+00,,,9.600000,10.200000,0.900000,11.500000,85.300000,6258
2021/09/18 15:00:00+00,,,8.300000,11.700000,1.400000,13.700000,86.700000,6259
2021/09/18 16:00:00+00,,,8.600000,8.100000,0.800000,9.400000,88.200000,6260
2021/09/18 17:00:00+00,,,9.500000,11.700000,0.500000,12.400000,80.700000,6261
2021/09/18 18:00:00+00,,,10.300000,16.700000,0.300000,17.300000,73.300000,6262
2021/09/18 19:00:00+00,,17.600000,9.700000,24.800000,0.500000,25.700000,62.400000,6263
2021/09/18 20:00:00+00,,18.400000,8.900000,34.600000,0.900000,35.900000,47.500000,6264
2021/09/18 21:00:00+00,,16.600000,9.500000,26.400000,0.800000,27.600000,57.200000,6265
2021/09/18 22:00:00+00,,12.400000,7.800000,18.100000,0.600000,19,61.300000,6266
2021/09/18 23:00:00+00,,10.500000,7.300000,18.400000,0.500000,19.100000,52.100000,6267
2021/09/19 00:00:00+00,,10.400000,6.800000,22.200000,0.700000,23.100000,48.800000,6268
2021/09/19 01:00:00+00,,9.700000,6.200000,17.500000,0.600000,18.500000,53.500000,6269
2021/09/19 02:00:00+00,,9.800000,6.300000,14.400000,0.600000,15.400000,48.900000,6270
2021/09/19 03:00:00+00,,10.200000,7.200000,12.700000,1,14.300000,46.500000,6271
2021/09/19 04:00:00+00,,11.800000,8.400000,12.100000,0.700000,13.100000,41.700000,6272
2021/09/19 05:00:00+00,,11.900000,8.700000,13.200000,0.600000,14,46.100000,6273
2021/09/19 06:00:00+00,,13.100000,9.500000,15.800000,0.800000,16.900000,42.900000,6274
2021/09/19 07:00:00+00,,14.400000,9.700000,15.500000,1.200000,17.300000,42.600000,6275
2021/09/19 08:00:00+00,,15.400000,10.500000,15.500000,2.200000,18.800000,43.300000,6276
2021/09/19 09:00:00+00,,17.600000,11.300000,15.100000,3.300000,20.100000,46.400000,6277
2021/09/19 10:00:00+00,,22.300000,12.100000,13,2.700000,17,52.300000,6278
2021/09/19 11:00:00+00,,23.400000,12.800000,11.700000,2.300000,15.300000,62.700000,6279
2021/09/19 12:00:00+00,,23.100000,13.800000,11,1.800000,13.700000,76.800000,6280
2021/09/19 13:00:00+00,,,14.600000,9.100000,1.100000,10.900000,86.800000,6281
2021/09/19 14:00:00+00,,,14,8.100000,0.900000,9.600000,93.700000,6282
2021/09/19 15:00:00+00,,,13.800000,7.500000,0.700000,8.600000,96.800000,6283
2021/09/19 16:00:00+00,,,12.100000,7.600000,0.500000,8.400000,97.700000,6284
2021/09/19 17:00:00+00,,,12,10.100000,0.500000,10.900000,93.100000,6285
2021/09/19 18:00:00+00,,,13.700000,15.500000,0.600000,16.400000,73.500000,6286
2021/09/19 19:00:00+00,,20.100000,11.900000,15.400000,0.600000,16.300000,68.800000,6287
2021/09/19 20:00:00+00,,14.100000,8,12.200000,0.600000,13.200000,60.100000,6288
2021/09/19 21:00:00+00,,8.800000,4.900000,8.700000,0.500000,9.400000,57.300000,6289
2021/09/19 22:00:00+00,,6.400000,3.500000,7.800000,0.500000,8.500000,58.500000,6290
2021/09/19 23:00:00+00,,5.800000,3.300000,5.700000,0.300000,6.200000,68.300000,6291
2021/09/20 00:00:00+00,,6,3.400000,6,0.400000,6.600000,66.600000,6292
2021/09/20 01:00:00+00,,5.100000,2.900000,5.500000,0.400000,6.100000,68.800000,6293
2021/09/20 02:00:00+00,,3.500000,2.400000,5.800000,0.200000,6.200000,68.100000,6294
2021/09/20 03:00:00+00,,4.200000,2.800000,7.400000,0.300000,7.800000,61,6295
2021/09/20 04:00:00+00,,3.800000,2.800000,7.300000,0.300000,7.700000,62,6296
2021/09/20 05:00:00+00,,4.400000,3.100000,12.600000,0.300000,13.200000,55.700000,6297
2021/09/20 06:00:00+00,,5.200000,3.500000,21.600000,0.700000,22.700000,44.900000,6298
2021/09/20 07:00:00+00,,12.400000,7.700000,28.500000,2.400000,32.200000,31.600000,6299
2021/09/20 08:00:00+00,,18.500000,10.200000,29.200000,4.500000,36.100000,28.300000,6300
2021/09/20 09:00:00+00,,18.900000,10.600000,25,6,34.100000,36.200000,6301
2021/09/20 10:00:00+00,,20.400000,11.200000,22.600000,4.600000,29.600000,38.800000,6302
2021/09/20 11:00:00+00,,18,10.700000,22.400000,3.100000,27.100000,43.800000,6303
2021/09/20 12:00:00+00,,18.400000,11.600000,19.800000,3.200000,24.800000,47.400000,6304
2021/09/20 13:00:00+00,,18.700000,10.400000,17.500000,2.300000,21.100000,50,6305
2021/09/20 14:00:00+00,,14.400000,7.900000,13.500000,2.500000,17.400000,65.500000,6306
2021/09/20 15:00:00+00,,13.300000,7.600000,15.400000,1.300000,17.400000,65.700000,6307
2021/09/20 16:00:00+00,,10.800000,5.900000,15.400000,1.600000,17.800000,65.400000,6308
2021/09/20 17:00:00+00,,10.700000,5.700000,18.600000,1.100000,20.300000,63,6309
2021/09/20 18:00:00+00,,11.600000,6.800000,24.200000,0.700000,25.400000,55.100000,6310
2021/09/20 19:00:00+00,,21.800000,17.400000,23.600000,0.600000,24.500000,62.300000,6311
2021/09/20 20:00:00+00,,34.900000,30.800000,19.800000,0.400000,20.500000,64.800000,6312
2021/09/20 21:00:00+00,,42,37.800000,19.600000,0.600000,20.500000,54.800000,6313
2021/09/20 22:00:00+00,,40.600000,35.400000,20.900000,0.600000,21.800000,47.100000,6314
2021/09/20 23:00:00+00,,34.800000,28.500000,18.100000,0.600000,19,46,6315
2021/09/21 00:00:00+00,,30.600000,23.300000,14.400000,0.500000,15.200000,43.400000,6316
2021/09/21 01:00:00+00,,25.300000,17.900000,10.800000,0.500000,11.600000,49.300000,6317
2021/09/21 02:00:00+00,,26.800000,20.400000,11.400000,0.500000,12.200000,48.100000,6318
2021/09/21 03:00:00+00,,28.300000,22,10.900000,0.600000,11.700000,43.600000,6319
2021/09/21 04:00:00+00,,30.400000,24.400000,14.200000,0.600000,15.200000,34.900000,6320
2021/09/21 05:00:00+00,,32.900000,26.500000,21.300000,0.800000,22.500000,25.900000,6321
2021/09/21 06:00:00+00,,33.800000,25.300000,27.900000,1.700000,30.500000,19,6322
2021/09/21 07:00:00+00,,30.700000,21.100000,33.400000,6.100000,42.700000,18.700000,6323
2021/09/21 08:00:00+00,,28.800000,17.700000,27.700000,7.900000,39.800000,31.300000,6324
2021/09/21 09:00:00+00,,21.400000,12.800000,20.500000,6,29.600000,45.500000,6325
2021/09/21 10:00:00+00,,18.200000,11.200000,15.800000,4.100000,22.100000,55.300000,6326
2021/09/21 11:00:00+00,,23.100000,14.500000,15,3.900000,20.900000,60.900000,6327
2021/09/21 12:00:00+00,,22.800000,16.500000,13.500000,3.100000,18.200000,65.700000,6328
2021/09/21 13:00:00+00,,23.900000,16.400000,14.400000,3.400000,19.700000,57.100000,6329
2021/09/21 14:00:00+00,,25.100000,18,14.700000,2.900000,19.100000,58.500000,6330
2021/09/21 15:00:00+00,,25.300000,16.800000,15.500000,2,18.700000,60.600000,6331
2021/09/21 16:00:00+00,,22.900000,16.500000,15.500000,1.900000,18.200000,62.100000,6332
2021/09/21 17:00:00+00,,21.900000,16.100000,14.600000,0.900000,16,70.300000,6333
2021/09/21 18:00:00+00,,23,17.600000,22.700000,0.800000,23.900000,59.300000,6334
2021/09/21 19:00:00+00,,25.700000,19.200000,28.700000,0.600000,29.600000,52,6335
2021/09/21 20:00:00+00,,25.800000,19.200000,35.100000,0.600000,36.200000,45.800000,6336
2021/09/21 21:00:00+00,,26.600000,19.900000,43.100000,0.800000,44.400000,37.900000,6337
2021/09/21 22:00:00+00,,27.800000,21.100000,36.100000,0.700000,37.200000,38.500000,6338
2021/09/21 23:00:00+00,,28.100000,21.200000,34.200000,0.500000,35.100000,37.400000,6339
2021/09/22 00:00:00+00,,30.900000,21.700000,38.800000,0.700000,39.900000,30.200000,6340
2021/09/22 01:00:00+00,,36,23.400000,38.100000,0.800000,39.400000,28.800000,6341
2021/09/22 02:00:00+00,,32.600000,22,27.300000,0.600000,28.300000,36.300000,6342
2021/09/22 03:00:00+00,,27.900000,21.800000,28.300000,1.500000,30.600000,32.100000,6343
2021/09/22 04:00:00+00,,28.700000,23.700000,24.300000,1.100000,26,30.400000,6344
2021/09/22 05:00:00+00,,29.700000,23.200000,32.700000,1.300000,34.700000,17,6345
2021/09/22 06:00:00+00,,31.200000,23.200000,47.100000,9.100000,61.100000,4.200000,6346
2021/09/22 07:00:00+00,,36.800000,23.800000,50.700000,25.100000,89.200000,7.300000,6347
2021/09/22 08:00:00+00,,44.400000,24.400000,50.800000,34.500000,103.700000,11.400000,6348
2021/09/22 09:00:00+00,,39.300000,22.300000,46.700000,25.500000,85.800000,25.200000,6349
2021/09/22 10:00:00+00,,31.500000,18.600000,34.200000,9.700000,49.100000,47.600000,6350
2021/09/22 11:00:00+00,,26.800000,15.800000,26,6,35.100000,64.200000,6351
2021/09/22 12:00:00+00,,23,11.800000,16.300000,3.200000,21.200000,77.100000,6352
2021/09/22 13:00:00+00,,22.500000,10.200000,13.200000,2.400000,16.700000,84,6353
2021/09/22 14:00:00+00,,18.300000,8.600000,11.400000,1.600000,13.900000,89.400000,6354
2021/09/22 15:00:00+00,,17.700000,8.600000,12.900000,1.600000,15.300000,89.200000,6355
2021/09/22 16:00:00+00,,15.100000,7.200000,13.500000,1.100000,15.300000,88.200000,6356
2021/09/22 17:00:00+00,,19.100000,8.600000,16.500000,1.300000,18.400000,84.100000,6357
2021/09/22 18:00:00+00,,16.900000,9.100000,20.400000,0.600000,21.300000,77.800000,6358
2021/09/22 19:00:00+00,,16.400000,10.200000,27.100000,0.600000,28.200000,65.600000,6359
2021/09/22 20:00:00+00,,18.700000,12.400000,38.600000,0.600000,39.500000,54,6360
2021/09/22 21:00:00+00,,33.600000,24.600000,40.400000,0.700000,41.600000,48.800000,6361
2021/09/22 22:00:00+00,,25.800000,18.200000,47.300000,0.600000,48.300000,38.500000,6362
2021/09/22 23:00:00+00,,21,13.400000,49.800000,1,51.400000,31,6363
2021/09/23 00:00:00+00,,20.100000,12.200000,54.300000,1.100000,55.900000,27.300000,6364
2021/09/23 01:00:00+00,,18,11.800000,38.400000,0.600000,39.300000,37.300000,6365
2021/09/23 02:00:00+00,,18.700000,12.400000,29.900000,0.700000,31.100000,42.700000,6366
2021/09/23 03:00:00+00,,16.500000,11.400000,28.100000,0.700000,29.200000,40.800000,6367
2021/09/23 04:00:00+00,,16.600000,11.700000,39.200000,1.100000,40.900000,22.400000,6368
2021/09/23 05:00:00+00,,20.700000,13.700000,46.400000,2.900000,50.800000,9.600000,6369
2021/09/23 06:00:00+00,,25.800000,14,51.400000,11.200000,68.500000,4.800000,6370
2021/09/23 07:00:00+00,,27.500000,14.100000,55,28.700000,98.900000,7.300000,6371
2021/09/23 08:00:00+00,,36.700000,17,56.700000,34.800000,109.900000,13.700000,6372
2021/09/23 09:00:00+00,,42.700000,19.400000,55.600000,27.600000,97.800000,28.300000,6373
2021/09/23 10:00:00+00,,33.400000,15.200000,37,9.400000,51.500000,53.700000,6374
2021/09/23 11:00:00+00,,31.800000,15.400000,33,7.400000,44.400000,65.600000,6375
2021/09/23 12:00:00+00,,30,15.300000,30,5.800000,38.800000,77.400000,6376
2021/09/23 13:00:00+00,,28.800000,13.900000,21.200000,3.300000,26.200000,90.300000,6377
2021/09/23 14:00:00+00,,27.400000,13.400000,17.700000,2.300000,21.300000,100.200000,6378
2021/09/23 15:00:00+00,,24.300000,12.300000,17.200000,1.700000,19.700000,103.300000,6379
2021/09/23 16:00:00+00,,23.100000,11.300000,18.700000,1.600000,21,104.800000,6380
2021/09/23 17:00:00+00,,24.800000,10.800000,20.300000,1.100000,21.900000,97.300000,6381
2021/09/23 18:00:00+00,,22.300000,11.100000,20,0.500000,20.700000,93.600000,6382
2021/09/23 19:00:00+00,,28.100000,17.400000,34.300000,0.500000,35,74.400000,6383
2021/09/23 20:00:00+00,,39,29.500000,30.800000,0.600000,31.700000,67.600000,6384
2021/09/23 21:00:00+00,,25.500000,19.900000,25.300000,0.600000,26.300000,60.100000,6385
2021/09/23 22:00:00+00,,20.400000,15,24,0.600000,25,56.300000,6386
2021/09/23 23:00:00+00,,18.300000,13.500000,21.500000,0.500000,22.400000,56.300000,6387
2021/09/24 00:00:00+00,,16.300000,12,17.800000,0.700000,18.900000,56.500000,6388
2021/09/24 01:00:00+00,,17.700000,12.800000,13.500000,0.600000,14.400000,57,6389
2021/09/24 02:00:00+00,,14.500000,10.400000,7.300000,0.400000,7.900000,63.100000,6390
2021/09/24 03:00:00+00,,9.100000,6.800000,5.100000,0.600000,5.800000,63.100000,6391
2021/09/24 04:00:00+00,,7.100000,5.600000,4.900000,0.500000,5.600000,61.500000,6392
2021/09/24 05:00:00+00,,5.400000,4.500000,7.300000,0.300000,7.700000,60.200000,6393
2021/09/24 06:00:00+00,,5.800000,4.400000,13.900000,1,15.400000,55.700000,6394
2021/09/24 07:00:00+00,,32.300000,8.700000,34.600000,3.500000,40,32.400000,6395
2021/09/24 08:00:00+00,,21.300000,11,53.100000,13.500000,73.600000,15.700000,6396
2021/09/24 09:00:00+00,,42.400000,26.500000,51.500000,21.900000,85.100000,18.900000,6397
2021/09/24 10:00:00+00,,28.400000,15.300000,43.900000,15.900000,68.200000,27,6398
2021/09/24 11:00:00+00,,26.600000,13.700000,33.300000,9,47,45.700000,6399
2021/09/24 12:00:00+00,,22.300000,12.800000,18,3.700000,23.700000,69.800000,6400
2021/09/24 13:00:00+00,,26.500000,13,18.700000,3.700000,24.400000,72,6401
2021/09/24 14:00:00+00,,25.400000,11.600000,14.700000,2.400000,18.400000,84.100000,6402
2021/09/24 15:00:00+00,,21.500000,10.400000,12.500000,1.500000,14.900000,91.200000,6403
2021/09/24 16:00:00+00,,26.800000,11.500000,14.500000,1.500000,16.700000,89.300000,6404
2021/09/24 17:00:00+00,,28.800000,13.400000,17.800000,1,19.300000,90.200000,6405
2021/09/24 18:00:00+00,,30.500000,14.100000,23.900000,0.700000,25,74.100000,6406
2021/09/24 19:00:00+00,,29.300000,15.800000,33.200000,0.500000,34,57.300000,6407
2021/09/24 20:00:00+00,,29.400000,18,47.600000,0.800000,48.700000,37.300000,6408
2021/09/24 21:00:00+00,,23.400000,16.100000,41.800000,0.900000,43.100000,37.600000,6409
2021/09/24 22:00:00+00,,20.200000,14.200000,34.300000,0.500000,35.100000,35.100000,6410
2021/09/24 23:00:00+00,,18.500000,13.500000,40,0.900000,41.400000,24.100000,6411
2021/09/25 00:00:00+00,,17.900000,12.600000,41.400000,1,43,20.800000,6412
2021/09/25 01:00:00+00,,17.400000,12.800000,33.300000,0.800000,34.600000,24.500000,6413
2021/09/25 02:00:00+00,,16,12.100000,23.700000,0.600000,24.700000,28.700000,6414
2021/09/25 03:00:00+00,,24.700000,19.800000,19.100000,0.700000,20.100000,33.300000,6415
2021/09/25 04:00:00+00,,28.800000,24,19.700000,0.600000,20.700000,29.600000,6416
2021/09/25 05:00:00+00,,21,15.500000,39.900000,12.300000,58.800000,5.100000,6417
2021/09/25 06:00:00+00,,22.600000,16.100000,43.800000,20.800000,75.700000,3,6418
2021/09/25 07:00:00+00,,25.200000,18.300000,45.100000,26.200000,85.300000,5.500000,6419
2021/09/25 08:00:00+00,,29.800000,22,51,28.900000,95.400000,12.900000,6420
2021/09/25 09:00:00+00,,34.500000,23.500000,54.800000,33.500000,106.100000,18.100000,6421
2021/09/25 10:00:00+00,,37.100000,22.600000,47.900000,18,75.500000,46.100000,6422
2021/09/25 11:00:00+00,,28.600000,16.500000,23.400000,2.500000,27.300000,85,6423
2021/09/25 12:00:00+00,,26.600000,14.800000,17.700000,2.200000,21,90.600000,6424
2021/09/25 13:00:00+00,,,14.700000,18.200000,2.200000,21.500000,93.300000,6425
2021/09/25 14:00:00+00,,,14.300000,19.700000,1.800000,22.400000,94.700000,6426
2021/09/25 15:00:00+00,,,14.700000,15.400000,0.900000,16.700000,96.300000,6427
2021/09/25 16:00:00+00,,,12.800000,13.900000,0.900000,15.300000,93.400000,6428
2021/09/25 17:00:00+00,,,15.900000,30.200000,0.800000,31.400000,73.500000,6429
2021/09/25 18:00:00+00,,,19.200000,68.200000,1.400000,70.200000,52,6430
2021/09/25 19:00:00+00,,,21.800000,68,1.200000,69.700000,43.900000,6431
2021/09/25 20:00:00+00,,32.600000,23.500000,89.800000,10.400000,105.700000,14,6432
2021/09/25 21:00:00+00,,28.500000,18.800000,36,2.500000,39.900000,32.800000,6433
2021/09/25 22:00:00+00,,21.200000,15,21.900000,1.100000,23.600000,43.800000,6434
2021/09/25 23:00:00+00,,18.100000,14.200000,20.500000,0.600000,21.500000,42.400000,6435
2021/09/26 00:00:00+00,,17.500000,13.900000,16.600000,0.700000,17.600000,42.800000,6436
2021/09/26 01:00:00+00,,16.500000,12.800000,17.900000,0.900000,19.100000,42.400000,6437
2021/09/26 02:00:00+00,,14.500000,11.800000,19.100000,0.700000,20.200000,39.300000,6438
2021/09/26 03:00:00+00,,13,10.100000,19.200000,0.700000,20.300000,38.800000,6439
2021/09/26 04:00:00+00,,14,11,19,0.800000,20.200000,31,6440
2021/09/26 05:00:00+00,,14.100000,10.700000,18.700000,0.700000,19.800000,29.300000,6441
2021/09/26 06:00:00+00,,15.500000,11.400000,18.200000,1,19.600000,21,6442
2021/09/26 07:00:00+00,,17.600000,11.900000,15.300000,1.200000,17.200000,32.500000,6443
2021/09/26 08:00:00+00,,16.800000,11.400000,9.200000,0.800000,10.300000,54.100000,6444
2021/09/26 09:00:00+00,,18.500000,12.100000,10.700000,1.200000,12.400000,58.200000,6445
2021/09/26 10:00:00+00,,18.800000,10.900000,8.800000,1.500000,11.100000,69.500000,6446
2021/09/26 11:00:00+00,,21.300000,11.400000,11.200000,1.100000,12.900000,69.500000,6447
2021/09/26 12:00:00+00,,23.400000,11.900000,9.400000,1.400000,11.500000,77.800000,6448
2021/09/26 13:00:00+00,,20.600000,11.500000,12.700000,1.600000,15.100000,69.500000,6449
2021/09/26 14:00:00+00,,16,9.600000,16.100000,1.400000,18.200000,68.300000,6450
2021/09/26 15:00:00+00,,13.500000,10,23.400000,3,28,58.600000,6451
2021/09/26 16:00:00+00,,13.500000,9.700000,21,2.300000,24.500000,60.600000,6452
2021/09/26 17:00:00+00,,12.700000,9,14.100000,1.100000,15.800000,64,6453
2021/09/26 18:00:00+00,,13.400000,10.200000,26.100000,0.900000,27.300000,49.200000,6454
2021/09/26 19:00:00+00,,15.100000,11.200000,34.500000,1.100000,36.200000,43.500000,6455
2021/09/26 20:00:00+00,,11.800000,9,27.200000,0.600000,28.100000,43.400000,6456
2021/09/26 21:00:00+00,,10.800000,8.300000,25.200000,0.600000,26.200000,44.400000,6457
2021/09/26 22:00:00+00,,11.100000,7.900000,25.800000,0.800000,27,38.800000,6458
2021/09/26 23:00:00+00,,10.500000,7.800000,24.600000,0.700000,25.700000,36.400000,6459
2021/09/27 00:00:00+00,,10.300000,7.300000,20.400000,0.700000,21.500000,38.600000,6460
2021/09/27 01:00:00+00,,9.300000,6.200000,12.500000,0.600000,13.500000,44.600000,6461
2021/09/27 02:00:00+00,,9.900000,6.300000,10.400000,0.600000,11.300000,40.600000,6462
2021/09/27 03:00:00+00,,11.200000,6.800000,9,0.600000,9.800000,42.100000,6463
